"STATION","NAME","DATE","DSND","DX32","DX70","DX90","PRCP","TAVG","TMAX","TMIN"
"NOE00110083","PRESTSTULEN, NO","2018","      169",,,,"567.2",,,
"NOE00134394","SAND I RYFYLKE II, NO","2018","       55",,,,"2365.7",,,
"DA000021100","VESTERVIG, DA","2018",,,,,"757.4",,,"6.8"
"FIE00141925","HANKO RUSSARO, FI","2018",,"        48","        46","         0",,"7.4","9.7","5.2"
"NOE00111138","SORLI, NO","2018",,,,,"614.2",,,
"NOE00110164","GEILO, NO","2018","      162",,,,"869.3",,,
"NOE00110173","GRIMELI I KRODSHERAD, NO","2018","      145",,,,"770.7",,,
"FIE00141935","KAARINA YLTOINEN, FI","2018",,"        63","        81","         2","486.1","6.4","10.8","2.0"
"NOE00134142","OLSTAPPEN, NO","2018",,,,,"477.2",,,
"NOE00134382","OLTEDAL, NO","2018","       26",,,,"2036.4",,,
"NOE00111147","TUNNSJO, NO","2018","      161",,,,"791.6",,,
"NOE00133398","VEA, NO","2018","      139",,,,"699.3",,,
"NOE00111264","BONES I BARDU, NO","2018",,,,,"830.7",,,
"NOE00133278","ATNDALEN RONNINGEN, NO","2018","      154",,,,"507.1",,,
"FIE00146042","TAIVALKOSKI INKEE, FI","2018",,,,,"622.4",,,
"FIE00146162","YLITORNIO MELTOSJARVI, FI","2018",,"       127","        57","         0","362.2","1.6","6.9","-3.6"
"FIE00146037","POSIO RAISTAKKA, FI","2018",,,,,"559.5",,,
"SWE00140960","NAIMAKKA, SW","2018",,"       138","        28","         0","382.4","-1.5","3.6","-6.7"
"NOE00110182","GULSVIK II, NO","2018",,"        86","       100","         5","770.4","6.4","11.5","1.4"
"NOE00134490","NORDFJORDEID NYMARK, NO","2018","       59",,,,"1789.4",,,
"NOE00133162","BERLEVAG LUFTHAVN, NO","2018",,"        82","        11","         1",,"3.0","6.0","0.1"
"SWE00140968","SAARIKOSKI D, SW","2018","      176",,,,"363.8",,,
"NOE00134250","HEDAL I VALDRES II, NO","2018","      152",,,,"751.5",,,
"NOE00133386","AKRESTROMMEN, NO","2018","      136",,,,"441.4",,,
"NOE00133266","ELLEFSPLASS, NO","2018","      166",,,,"608.1",,,
"NOE00111237","SUSENDAL, NO","2018","      163",,,,"726.9",,,
"NOE00110020","BEITO, NO","2018","      154",,,,"894.4",,,
"NOE00110384","TUDDAL, NO","2018","      152",,,,"875.8",,,
"NOE00134598","SVELGEN II, NO","2018",,"         6","        47","         2","2538.5","8.8","12.1","5.6"
"NOE00133026","DOVLAND, NO","2018","      136",,,,"1334.0",,,
"NOE00134478","GJENGEDAL, NO","2018","      133",,,,"2573.9",,,
"NOE00134118","VENABU, NO","2018","      161","       132","        43","         0","735.2","1.2","5.8","-3.3"
"FIE00146057","TAIVALKOSKI KK KAUPPATIE, FI","2018",,"       125","        54","         0","567.8","1.8","6.6","-3.1"
"NOE00109394","BARDUFOSS, NO","2018",,"        96","        28","         2","652.3","1.2","6.1","-3.8"
"NOE00110029","BIRI, NO","2018","      152",,,,"818.8",,,
"NOE00100575","HALDEN, NO","2018",,,,,"645.7",,,
"NOE00100574","BULKEN, NO","2018","      128","        39","        57","         0","1804.0","6.3","10.1","2.5"
"NOE00133150","MEHAMN LUFTHAVN, NO","2018",,"        89","        10","         0",,"2.9","5.8","0.0"
"NOE00111004","BESSAKER, NO","2018","        6",,,,"1073.3",,,
"NOE00133254","HEGGERISET NORDSTRAND, NO","2018","      153",,,,"625.3",,,
"NOE00134586","VEITASTROND, NO","2018","      160",,,,"1724.5",,,
"NOE00134226","FILEFJELL KYRKJESTOLANE, NO","2018",,"       133","        29","         0",,"0.0","5.1","-5.2"
"NOE00133014","LANDVIK, NO","2018",,"        21","        78","         0","1402.6","8.5","12.5","4.4"
"NOE00110276","FOLDSAE, NO","2018","      142",,,,"879.8",,,
"NOE00100570","MESTAD I ODDERNES, NO","2018","      125",,,,"1769.5",,,
"FIE00146182","KOLARI KATTILAMAA, FI","2018",,,,,"447.2",,,
"DA000030370","KOEBENHAVN BOTANISK HAVE, DA","2018",,,,,"486.7",,,
"FIE00146067","KUUSAMO KIUTAKONGAS, FI","2018",,"       128","        51","         0","395.8","1.5","6.4","-3.5"
"FIE00146187","PELLO KK MUSEOTIE, FI","2018",,"       128","        55","         0","345.0","1.8","6.7","-3.1"
"FIE00142931","MANTSALA HIRVIHAARA, FI","2018",,,,,"502.2",,,
"NOE00134350","HAUGESUND LUFTHAVN, NO","2018",,"         6","        24","         0",,"8.4","11.2","5.6"
"FIE00142816","HAMEENLINNA PIRTTIKOSKI, FI","2018",,,,,"563.5",,,
"NOE00133122","HAMMERFEST LUFTHAVN, NO","2018",,"        85","        12","         0","692.4","3.3","6.0","0.6"
"NOE00134574","OVRE ARDAL, NO","2018",,,,,"887.9",,,
"NOE00110366","RAULAND, NO","2018","      148",,,,"898.6",,,
"NOE00133002","NELAUG, NO","2018","      121","        44","        81","         0","1346.3","7.5","12.0","3.1"
"NOE00134454","FURENESET, NO","2018",,"         6","        29","         0","2279.0","8.0","11.2","4.8"
"NOE00111336","KAUTOKEINO, NO","2018","      188","       135","        29","         0","417.3","-0.9","4.1","-6.0"
"NOE00133362","VALDALEN, NO","2018","      174",,,,"703.5",,,
"NOE00133242","LINNES, NO","2018",,,,,"680.4",,,
"NOE00134694","ANGARDSVATNET, NO","2018","      166",,,,"577.2",,,
"NOE00110240","HEDRUM, NO","2018","      133",,,,"972.2",,,
"NOE00134334","KARMOY BREKKEVANN, NO","2018","       11",,,,"1655.2",,,
"NOE00111210","OKSNINGOY, NO","2018","      117",,,,"1452.6",,,
"NOE00134214","LOKEN I VOLBU, NO","2018",,"       100","        64","         0","705.6","3.6","8.6","-1.4"
"NOE00110128","VANG I VALDRES, NO","2018","      132",,,,"579.3",,,
"NOE00110249","LARVIK, NO","2018",,,,,"847.6",,,
"NOE00111219","STEIGEN, NO","2018","      114",,,,"1229.1",,,
"DA000030380","KOEBENHAVN LANDBOHOJSKOLEN 1, DA","2018",,,,,,,,"7.2"
"SWE00140932","KATKESUANDO, SW","2018",,,,,"470.0",,,
"FIE00141855","JOMALA JOMALABY, FI","2018",,"        51","        69","         0","440.8","7.0","10.9","3.1"
"FIE00143917","JOUTSA PARNAMAKI, FI","2018",,,,,"586.8",,,
"DA000021430","GRONBAEK ALLINGSKOVGARD, DA","2018",,,,,"574.5",,,
"NOE00134442","BORGUND LO, NO","2018",,,,,"522.0",,,
"NOE00111102","NAMSSKOGAN, NO","2018",,"        81","        38","         1","1251.4","3.7","8.3","-0.9"
"NOE00134322","IMS, NO","2018","        6",,,,"1720.6",,,
"NOE00133230","SKOGFOSS, NO","2018","      171",,,,"514.4",,,
"NOE00110258","SANDEFJORD, NO","2018",,,,,"892.4",,,
"NOE00133110","ALTA LUFTHAVN, NO","2018",,,,,,,,
"NOE00134562","OLJUSJO PUMPEKRAFTVERK, NO","2018",,,,,"507.9",,,
"NOE00110011","PLASSEN, NO","2018","      149",,,,"665.2",,,
"NOE00110375","RJUKAN, NO","2018","      135",,,,"857.8",,,
"FIE00143806","LUHANKA JUDINSALO, FI","2018",,"        85","        59","         0",,"5.7","9.0","2.4"
"FIE00141989","KEMIONSAARI VANO, FI","2018",,"        47","        45","         0",,"7.6","10.1","5.3"
"NOE00133482","OPSTVEIT, NO","2018","       29",,,,"3081.7",,,
"NOE00110101","SKJAK, NO","2018","      134",,,,"302.3",,,
"NOE00110222","SOKNA II, NO","2018","      141",,,,"652.9",,,
"NOE00110464","RISNES I FJOTLAND, NO","2018","      115",,,,"1949.3",,,
"NOE00134310","HELLAND I GJESDAL, NO","2018","       82",,,,"2327.6",,,
"NOE00134430","FRESVIK, NO","2018","       89",,,,"946.1",,,
"NOE00110581","SOYLAND I GJESDAL, NO","2018","       76",,,,"2394.4",,,
"NOE00134554","SANDANE LUFTHAVN, NO","2018",,"        21","        45","         0",,"8.1","11.1","5.0"
"FIE00145562","KUHMO KALLIOJOKI, FI","2018",,"       123","        52","         0","582.1","2.6","7.1","-1.9"
"NOE00110348","NOTODDEN, NO","2018","      123",,,,"593.7",,,
"FIE00143381","KANKAANPAA NIINISALO PUOLUSTUS, FI","2018",,"        88","        70","         0","487.0","5.4","9.6","1.1"
"FIE00146762","UTSJOKI KEVO KEVOJARVI, FI","2018",,"       133","        25","         0",,"-0.6","4.4","-5.6"
"FIE00143015","ASIKKALA PULKKILANHARJU, FI","2018",,"        85","        65","         0",,"5.7","9.0","2.3"
"FIE00143136","KOUVOLA VOIKOSKI, FI","2018",,,,,"480.3",,,
"FIE00145677","VAALA PELSO, FI","2018",,"       117","        60","         0","405.6","2.6","7.7","-2.5"
"NOE00110590","STAVANGER VALAND, NO","2018",,"         8","        49","         1","1416.2","9.0","12.0","5.9"
"NOE00133210","VADSO LUFTHAVN, NO","2018",,"       109","        17","         0",,"2.3","5.5","-0.9"
"NOE00111201","LUROY, NO","2018",,,,,"2953.4",,,
"NOE00110357","POSTMYR I DRANGEDAL, NO","2018",,,,,"1167.2",,,
"NOE00110599","SULDALSVATN, NO","2018","      101",,,,"1757.4",,,
"NOE00133578","GRONNING, NO","2018",,,,,"1226.3",,,
"NOE00110110","SKJAK II, NO","2018","      122",,,,"232.6",,,
"NOE00110231","TUNHOVD, NO","2018","      155",,,,"664.5",,,
"NOE00110473","ASERAL, NO","2018","      139","        42","        75","         0","1890.7","6.7","11.2","2.1"
"FIE00143270","LAPPEENRANTA KONNUNSUO, FI","2018",,"        92","        75","         1",,"4.5","9.6","-0.6"
"FIE00143391","KARVIA ALKKIA, FI","2018",,"        98","        69","         0","419.1","4.4","9.1","-0.3"
"FIE00142060","NUMMI PUSULA LEPPAKORPI, FI","2018",,,,,"529.1",,,
"FIE00145452","VALTIMO KK, FI","2018",,"       112","        61","         0","527.5","3.5","7.9","-0.8"
"FIE00146783","INARI NELLIM, FI","2018",,"       135","        34","         1","458.7","0.7","5.3","-3.8"
"NOE00111327","CUOVDDATMOHKKI, NO","2018","      192","       138","        25","         0","436.7","-1.4","4.0","-6.9"
"FIE00144242","NARPIO ALAMARKKU, FI","2018",,,,,"481.2",,,
"FIE00144482","AHTARI MYLLYMAKI, FI","2018",,"       103","        67","         0","420.4","3.9","8.9","-1.1"
"NOE00110119","OSTRE TOTEN APELSVOLL, NO","2018",,"        94","        80","         0","520.5","5.8","10.2","1.5"
"FIE00144597","VIITASAARI KOLIMA KARNA, FI","2018",,,,,"422.3",,,
"FIE00146413","SALLA NARUSKA, FI","2018",,"       137","        47","         0","522.2","0.3","5.8","-5.2"
"FIE00145322","KIURUVESI KORPIJOKI, FI","2018",,,,,"450.3",,,
"FIE00145442","KAJAANI PALTANIEMI, FI","2018",,,,,"479.9",,,
"FIE00145207","KALAJOKI METSAKYLA, FI","2018",,,,,"420.3",,,
"FIE00146538","SODANKYLA LOKKA, FI","2018",,"       140","        34","         0","493.5","0.1","5.0","-4.7"
"FIE00145447","KAJAANI PETAISENNISKA, FI","2018",,"       115","        61","         0","443.0","3.7","7.4","0.0"
"FIE00146418","ENONTEKIO KARESUVANTO, FI","2018",,,,,"400.3",,,
"NOE00134790","BERGELIGREND, NO","2018",,,,,"708.7",,,
"NOE00110563","MAUDAL, NO","2018",,,,,"2875.2",,,
"NOE00110680","HATLESTRAND, NO","2018","       25",,,,"2092.1",,,
"NOE00133566","FISKABYGD, NO","2018",,,,,,,,
"NOE00133446","EIKANGER MYR, NO","2018","       51",,,,"2276.7",,,
"NOE00134898","TROMSO LANGNES, NO","2018","      147","        73","         9","         0","1014.2","3.7","6.4","1.0"
"FIE00142190","KIRKKONUMMI MAKILUOTO, FI","2018",,,,,,,,
"NOE00134538","SANDANE, NO","2018","       28",,,,"1277.8",,,
"FI000002401","JYVASKYLA LENTOASEMA, FI","2018",,"       100","        71","         1","427.3","4.3","9.0","-0.3"
"FIE00143281","RUOKOLAHTI KOTANIEMI SIITONEN, FI","2018",,,,,"594.3",,,
"NOE00134778","NY ALESUND, NO","2018","      204","       158","         0","         0","749.1","-2.1","0.2","-4.5"
"NOE00134658","LOKSMYR, NO","2018",,,,,"963.7",,,
"FIE00145221","TOHOLAMPI LAITALA, FI","2018",,"       106","        64","         0",,"3.7","8.4","-1.0"
"FIE00144132","PUNKAHARJU LAUKANSAARI, FI","2018",,"       105","        66","         0","583.5","4.8","8.7","0.9"
"FIE00142075","SALO KIIKALA LENTOKENTTA, FI","2018",,"        82","        75","         0","493.2","5.7","10.0","1.4"
"FIE00143041","KOUVOLA UTTI LENTOPORTINTIE, FI","2018",,"        90","        82","         1",,"5.8","9.8","1.7"
"FIE00143035","HAMEENLINNA LAMMI EVO, FI","2018",,"        99","        71","         1",,"4.7","9.3","0.0"
"FIE00145577","HAILUOTO OJAKYLA, FI","2018",,,,,"409.7",,,
"FIE00146543","SODANKYLA VUOTSO, FI","2018",,"       144","        36","         0","499.9","0.1","5.1","-5.0"
"FIE00143276","LAPPEENRANTA LEPOLA, FI","2018",,"        93","        65","         0","446.0","5.7","9.1","2.3"
"FIE00144002","MIKKELI PITKAHIEKKA, FI","2018",,,,,"439.3",,,
"FIE00146663","INARI ANGELI LINTUPUOLISELKA, FI","2018",,"       150","        33","         0","505.5","0.6","4.4","-3.3"
"FIE00142069","RAASEPORI JUSSARO, FI","2018",,"        57","        43","         0",,"7.1","9.4","4.7"
"NOE00156679","SKEDSMO HELLERUD, NO","2018",,"        85","        80","         1",,"6.2","10.8","1.7"
"NOE00133690","KRISTIANSUND LUFTHAVN, NO","2018",,"        10","        24","         0",,"7.8","10.6","4.9"
"NOE00110213","AL III, NO","2018","      165",,,,"685.3",,,
"NOE00109485","SIHCCAJAVRI, NO","2018","      184","       150","        25","         0","574.6","-1.4","3.2","-6.0"
"NOE00110698","OVSTEDAL, NO","2018","      156",,,,"3120.7",,,
"NOE00133434","HUSNES, NO","2018",,,,,"2193.8",,,
"NOE00133314","HAMAR STAVSBERG, NO","2018",,"        97","        79","         1","488.8","5.9","10.1","1.8"
"NOE00110572","OBRESTAD FYR, NO","2018",,"        12","         6","         0","1326.0","7.7","10.1","5.3"
"NOE00133554","JORDALEN NASEN, NO","2018","      174",,,,"2019.7",,,
"FIE00142080","VANTAA HELSINKI VANTAAN LENTOA, FI","2018",,"        69","        82","         0","502.5","6.6","10.5","2.8"
"NOE00134526","SKEI I JOLSTER, NO","2018",,,,,"1795.8",,,
"FIE00143295","LAPPEENRANTA HIEKKAPAKKA, FI","2018",,"        87","        59","         0",,"5.4","8.5","2.4"
"FIE00145232","YLIVIESKA VAHAKANGAS, FI","2018",,,,,"489.2",,,
"FIE00146563","INARI SAARISELKA MATKAILUKESKU, FI","2018",,"       147","        32","         0","603.8","0.2","4.6","-4.3"
"FIE00142085","INKOO BAGASKAR, FI","2018",,"        60","        49","         0",,"7.1","9.6","4.6"
"NOE00110339","MOGEN, NO","2018","      166",,,,"883.1",,,
"FIE00146798","INARI KIRAKKAJARVI, FI","2018",,"       132","        27","         0","445.6","0.2","4.7","-4.3"
"FIE00145102","KRUUNUPYY LENTOASEMA, FI","2018",,,,,,,,
"FIE00145227","YLIVIESKA LENTOKENTTA, FI","2018",,"       108","        67","         3","444.5","3.4","8.6","-1.9"
"FIE00145347","SIIKALATVA KESTILA, FI","2018",,,,,"481.9",,,
"NOE00110420","TOVDAL, NO","2018","      135",,,,"1069.1",,,
"NOE00110662","FROYSET, NO","2018","       24",,,,"2555.0",,,
"NOE00133782","BARDAL, NO","2018","      137",,,,"1551.8",,,
"NOE00109795","BREKKE SLUSE, NO","2018","       84",,,,"774.9",,,
"NOE00109671","SAUDA, NO","2018","       76","        21","        73","         1","2431.7","8.3","12.1","4.5"
"NOE00133302","HAMAR II, NO","2018",,,,,"369.9",,,
"NOE00133666","MOLDE LUFTHAVN, NO","2018",,"        15","        41","         0",,"7.7","11.2","4.1"
"NOE00134634","LEINSTRAND, NO","2018","      101",,,,"733.9",,,
"NOE00134994","TONSTAD NETTFED, NO","2018","       98",,,,"1929.8",,,
"NOE00133422","EIKEMO, NO","2018","      109",,,,"2838.9",,,
"NOE00134874","AMOTSDAL, NO","2018","      160",,,,"1054.9",,,
"NOE00110429","BAKKE, NO","2018","       69",,,,"2125.7",,,
"NOE00110303","GVARV NES, NO","2018",,,,,"657.4",,,
"NOE00110545","JOSSINGFJORD, NO","2018",,,,,"2006.0",,,
"FIE00145242","HAAPAVESI MUSTIKKAMAKI, FI","2018",,"       114","        65","         0",,"3.8","8.3","-0.7"
"NOE00110788","HAUKEDAL, NO","2018",,,,,"2206.2",,,
"FIE00144272","MUSTASAARI RIIMALA, FI","2018",,,,,"542.2",,,
"NOE00134518","SOGNDAL LUFTHAVN, NO","2018",,"        76","        42","         0",,"5.0","8.5","1.5"
"FIE00146567","INARI SAARISELKA KAUNISPAA, FI","2018",,"       163","        24","         0",,"0.5","3.5","-2.5"
"FIE00146202","KITTILA ALAKYLA, FI","2018",,,,,"505.6",,,
"FIE00143056","KOUVOLA ANJALA, FI","2018",,"        83","        85","         0",,"6.1","10.3","1.9"
"FIE00145112","KAUSTINEN TASTULA, FI","2018",,,,,"475.3",,,
"FIE00146207","ROVANIEMI LENTOASEMA, FI","2018",,,,,"527.7",,,
"NOE00110312","HOIDALEN I SOLUM, NO","2018","      141",,,,"863.9",,,
"NOE00110554","LYSEBOTN, NO","2018",,,,,"1937.8",,,
"NOE00110797","HORNINDAL, NO","2018","      154",,,,"1878.9",,,
"NOE00134502","ORTNEVIK, NO","2018","       13",,,,"1453.7",,,
"NOE00133894","SANDNESSJOEN LH STOKKA, NO","2018",,"        33","        24","         0",,"6.3","9.3","3.3"
"NOE00109786","HVALER, NO","2018",,,,,"652.3",,,
"NOE00133774","BRONNOYSUND LUFTHAVN, NO","2018",,"        29","        20","         0",,"6.5","9.4","3.7"
"NOE00134742","SULA, NO","2018",,,,,,,,
"FIE00146343","SAVUKOSKI KK, FI","2018",,"       133","        48","         0","543.7","1.3","6.0","-3.4"
"DAE00100416","STORE JYNDEVAD, DA","2018",,,,,"703.4",,,
"FIE00144041","JUVA PARTALA, FI","2018",,,,,,,,
"FIE00144157","ENONKOSKI SIMANALA, FI","2018",,,,,"645.3",,,
"FIE00146578","INARI RAJA JOOSEPPI AKUJARVI, FI","2018",,,,,"496.2",,,
"FIE00146698","UTSJOKI KEVO, FI","2018",,"       133","        31","         3","410.6","-0.3","4.5","-5.0"
"FIE00143066","HEINOLA ASEMANTAUS, FI","2018",,"        88","        82","         0","455.6","5.8","10.0","1.6"
"FIE00145487","RISTIJARVI MUSTAVAARA, FI","2018",,,,,"572.4",,,
"FIE00146333","KEMIJARVI LENTOKENTTA, FI","2018",,"       132","        45","         0","463.8","1.3","6.0","-3.4"
"FIE00145007","ILOMANTSI NAARVA, FI","2018",,,,,"691.8",,,
"FIE00146458","KITTILA PULJU, FI","2018",,,,,"647.7",,,
"NOE00156763","SORTLAND KLEIVA, NO","2018",,,,,,,,
"NOE00110761","BREKKE I SOGN, NO","2018","      103",,,,"3418.3",,,
"NOE00134970","LJOSLAND MONEN, NO","2018","      149",,,,"1561.8",,,
"DAE00100980","TRANEBJERG OST 1, DA","2018",,"        13","        71","         0","442.4","9.8","12.6","7.1"
"NOE00134730","AFJORD MOMYR, NO","2018",,,,,"2118.6",,,
"NOE00134610","MJOEN, NO","2018","      146",,,,"434.6",,,
"FI000002963","JOKIOINEN JOKIOISTEN OBSERVATO, FI","2018",,"        77","        76","         0","437.0","5.7","10.1","1.3"
"FIE00144292","KURIKKA PYORNI, FI","2018",,,,,"445.1",,,
"FIE00145382","VIEREMA KAARAKKALA, FI","2018",,"       124","        61","         0","553.1","3.9","7.4","0.3"
"FIE00144172","RAAKKYLA KK, FI","2018",,,,,"586.6",,,
"NOE00110644","FET I EIDFJORD, NO","2018",,,,,,,,
"FIE00146111","KUUSAMO RUKATUNTURI, FI","2018",,,,,,,,
"FIE00146472","MUONIO SAMMALTUNTURI, FI","2018",,"       156","        26","         0",,"0.5","3.4","-2.4"
"FIE00146467","MUONIO LAUKUKERO, FI","2018",,"       194","        18","         0",,"-0.6","1.8","-3.0"
"FIE00144167","SAVONLINNA SAVONRANTA, FI","2018",,,,,"659.7",,,
"FI000000304","HELSINKI KAISANIEMI AWS, FI","2018",,"        61","        67","         0","462.2","7.3","10.3","4.3"
"SWE00140894","PARKAJOKI, SW","2018","      174",,,,"433.4",,,
"NO000005350","NORD ODAL, NO","2018","      138","        90","        89","         1","619.7","6.1","11.0","1.1"
"NOE00109561","KONGSBERG BRANNSTASJON, NO","2018","      138",,,,"675.2",,,
"NOE00110411","MYKLAND, NO","2018","      134",,,,"1000.1",,,
"NOE00110653","BERGEN FLESLAND, NO","2018",,"         8","        31","         0","1868.9","8.0","11.0","4.9"
"NOE00110896","EIDE PA NORDMORE, NO","2018","      128",,,,"2092.8",,,
"NOE00133990","MO I RANA LUFTHAVN, NO","2018",,"        93","        27","         2",,"3.2","7.4","-1.0"
"FIE00141909","KUMLINGE KIRKONKYLA, FI","2018",,,,,,,,
"NOE00110770","BRIKSDAL, NO","2018","       56",,,,"1498.0",,,
"FIE00146482","KITTILA MATOROVA, FI","2018",,"       134","        32","         0",,"1.5","5.0","-2.0"
"NOE00133878","LEKNES LUFTHAVN, NO","2018",,"        41","        12","         0","1310.2","5.4","8.2","2.5"
"NOE00133998","BURAN, NO","2018","      128",,,,"789.0",,,
"NOE00109680","SOLA, NO","2018",,"         7","        42","         1","1187.8","8.7","11.9","5.5"
"FIE00146121","KUUSAMO OULANKA, FI","2018",,"       139","        49","         0",,"1.4","5.6","-2.7"
"NOE00110536","HUNDSEID I VIKEDAL, NO","2018","       98",,,,"3097.9",,,
"FIE00146241","ROVANIEMI RAUTATIEASEMA, FI","2018",,"       123","        58","         2",,"3.0","7.3","-1.4"
"NOE00110779","HAFSLO, NO","2018","      132",,,,"1155.2",,,
"FIE00146598","SALLA VARRIOTUNTURI, FI","2018",,"       151","        30","         0","505.1","1.2","4.6","-2.1"
"FIE00144057","VARKAUS KOSULANNIEMI, FI","2018",,"        99","        74","         0","564.8","5.0","8.8","1.2"
"FIE00146117","KUUSAMO TEERIRANTA, FI","2018",,,,,"579.9",,,
